|dates|Okanogan_Washington_UnitedStates.JHU_ConfirmedCases.data|Okanogan_Washington_UnitedStates.JHU_ConfirmedCases.missing|Okanogan_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Okanogan_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Okanogan_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Okanogan_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|45.0|0|1.0|0|0.0|0
0|2020-05-28|45.0|0|1.0|0|0.0|0
0|2020-05-29|45.0|0|1.0|0|0.0|0
0|2020-05-30|45.0|0|1.0|0|0.0|0
