|dates|Cook_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Cook_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Cook_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Cook_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Cook_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Cook_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|7852.0|0|455.0|0|0.0|0
0|2020-05-18|7852.0|0|455.0|0|0.0|0
0|2020-05-19|7852.0|0|455.0|0|0.0|0
0|2020-05-20|7852.0|0|455.0|0|0.0|0
0|2020-05-21|7852.0|0|455.0|0|0.0|0
0|2020-05-22|7852.0|0|455.0|0|0.0|0
0|2020-05-23|7852.0|0|455.0|0|0.0|0
