|dates|Concordia_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Concordia_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Concordia_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Concordia_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Concordia_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Concordia_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|57.0|0|5.0|0|0.0|0
0|2020-05-18|57.0|0|5.0|0|0.0|0
0|2020-05-19|57.0|0|5.0|0|0.0|0
0|2020-05-20|57.0|0|5.0|0|0.0|0
0|2020-05-21|68.0|0|5.0|0|0.0|0
0|2020-05-22|69.0|0|5.0|0|0.0|0
0|2020-05-23|69.0|0|5.0|0|0.0|0
