|dates|Dawson_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Dawson_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Dawson_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Dawson_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Dawson_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Dawson_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|805.0|0|0.0|0|0.0|0
0|2020-05-18|811.0|0|0.0|0|0.0|0
0|2020-05-19|811.0|0|0.0|0|0.0|0
0|2020-05-20|812.0|0|7.0|0|0.0|0
0|2020-05-21|813.0|0|7.0|0|0.0|0
0|2020-05-22|814.0|0|7.0|0|0.0|0
0|2020-05-23|814.0|0|7.0|0|0.0|0
