|dates|Hancock_Illinois_UnitedStates.JHU_ConfirmedCases.data|Hancock_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Hancock_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Hancock_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Hancock_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Hancock_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|15.0|0|0.0|0|0.0|0
0|2020-05-28|15.0|0|0.0|0|0.0|0
0|2020-05-29|15.0|0|0.0|0|0.0|0
0|2020-05-30|15.0|0|0.0|0|0.0|0
