|dates|Fulton_Georgia_UnitedStates.JHU_ConfirmedCases.data|Fulton_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Fulton_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Fulton_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Fulton_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Fulton_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|4309.0|0|214.0|0|0.0|0
0|2020-05-28|4309.0|0|214.0|0|0.0|0
0|2020-05-29|4309.0|0|214.0|0|0.0|0
0|2020-05-30|4309.0|0|214.0|0|0.0|0
