|dates|Lancaster_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Lancaster_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Lancaster_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Lancaster_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Lancaster_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Lancaster_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|800.0|0|1.0|0|0.0|0
0|2020-05-18|892.0|0|1.0|0|0.0|0
0|2020-05-19|912.0|0|1.0|0|0.0|0
0|2020-05-20|934.0|0|6.0|0|0.0|0
0|2020-05-21|995.0|0|6.0|0|0.0|0
0|2020-05-22|1002.0|0|6.0|0|0.0|0
0|2020-05-23|1002.0|0|6.0|0|0.0|0
