|dates|Hampton_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Hampton_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Hampton_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Hampton_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Hampton_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Hampton_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|34.0|0|0.0|0|0.0|0
0|2020-05-28|34.0|0|0.0|0|0.0|0
0|2020-05-29|34.0|0|0.0|0|0.0|0
0|2020-05-30|34.0|0|0.0|0|0.0|0
