|dates|Hart_Georgia_UnitedStates.JHU_ConfirmedCases.data|Hart_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Hart_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Hart_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Hart_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Hart_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|19.0|0|0.0|0|0.0|0
0|2020-05-15|19.0|0|0.0|0|0.0|0
0|2020-05-16|19.0|0|0.0|0|0.0|0
