|dates|PrinceGeorge_Virginia_UnitedStates.JHU_ConfirmedCases.data|PrinceGeorge_Virginia_UnitedStates.JHU_ConfirmedCases.missing|PrinceGeorge_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|PrinceGeorge_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|PrinceGeorge_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|PrinceGeorge_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|79.0|0|0.0|0|0.0|0
0|2020-05-28|79.0|0|0.0|0|0.0|0
0|2020-05-29|79.0|0|0.0|0|0.0|0
0|2020-05-30|79.0|0|0.0|0|0.0|0
