|dates|Pawnee_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Pawnee_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Pawnee_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Pawnee_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Pawnee_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Pawnee_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|6373.0|0|78.0|0|0.0|0
0|2020-05-28|6373.0|0|78.0|0|0.0|0
0|2020-05-29|6373.0|0|78.0|0|0.0|0
0|2020-05-30|6373.0|0|78.0|0|0.0|0
