|dates|Panola_Texas_UnitedStates.JHU_ConfirmedCases.data|Panola_Texas_UnitedStates.JHU_ConfirmedCases.missing|Panola_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Panola_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Panola_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Panola_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|188.0|0|21.0|0|0.0|0
0|2020-05-25|188.0|0|21.0|0|0.0|0
0|2020-05-26|188.0|0|21.0|0|0.0|0
