|dates|Lipscomb_Texas_UnitedStates.JHU_ConfirmedCases.data|Lipscomb_Texas_UnitedStates.JHU_ConfirmedCases.missing|Lipscomb_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Lipscomb_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Lipscomb_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Lipscomb_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|2.0|0|0.0|0|0.0|0
0|2020-05-15|2.0|0|0.0|0|0.0|0
0|2020-05-16|2.0|0|0.0|0|0.0|0
