|dates|McIntosh_NorthDakota_UnitedStates.JHU_ConfirmedCases.data|McIntosh_NorthDakota_UnitedStates.JHU_ConfirmedCases.missing|McIntosh_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.data|McIntosh_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|McIntosh_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|McIntosh_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|1.0|0|0.0|0|0.0|0
0|2020-05-15|1.0|0|0.0|0|0.0|0
0|2020-05-16|1.0|0|0.0|0|0.0|0
