|dates|Washington_Iowa_UnitedStates.JHU_ConfirmedCases.data|Washington_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Washington_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|185.0|0|8.0|0|0.0|0
0|2020-05-28|185.0|0|8.0|0|0.0|0
0|2020-05-29|185.0|0|8.0|0|0.0|0
0|2020-05-30|185.0|0|8.0|0|0.0|0
