|dates|Yuma_Colorado_UnitedStates.JHU_ConfirmedCases.data|Yuma_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Yuma_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Yuma_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Yuma_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Yuma_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|11.0|0|0.0|0|0.0|0
0|2020-05-15|12.0|0|0.0|0|0.0|0
0|2020-05-16|12.0|0|0.0|0|0.0|0
