|dates|Jasper_Illinois_UnitedStates.JHU_ConfirmedCases.data|Jasper_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Jasper_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Jasper_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Jasper_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Jasper_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|45.0|0|7.0|0|0.0|0
0|2020-05-18|45.0|0|7.0|0|0.0|0
0|2020-05-19|45.0|0|7.0|0|0.0|0
0|2020-05-20|45.0|0|7.0|0|0.0|0
0|2020-05-21|45.0|0|7.0|0|0.0|0
0|2020-05-22|45.0|0|7.0|0|0.0|0
0|2020-05-23|45.0|0|7.0|0|0.0|0
