|dates|JeffersonDavis_Mississippi_UnitedStates.JHU_ConfirmedCases.data|JeffersonDavis_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|JeffersonDavis_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|JeffersonDavis_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|JeffersonDavis_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|JeffersonDavis_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|68.0|0|2.0|0|0.0|0
0|2020-05-18|68.0|0|2.0|0|0.0|0
0|2020-05-19|69.0|0|2.0|0|0.0|0
0|2020-05-20|69.0|0|2.0|0|0.0|0
0|2020-05-21|69.0|0|2.0|0|0.0|0
0|2020-05-22|69.0|0|2.0|0|0.0|0
0|2020-05-23|69.0|0|2.0|0|0.0|0
