|dates|Harrison_Ohio_UnitedStates.JHU_ConfirmedCases.data|Harrison_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Harrison_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Harrison_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Harrison_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Harrison_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|10.0|0|0.0|0|0.0|0
0|2020-05-25|10.0|0|0.0|0|0.0|0
0|2020-05-26|10.0|0|0.0|0|0.0|0
