|dates|Lee_Virginia_UnitedStates.JHU_ConfirmedCases.data|Lee_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Lee_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Lee_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Lee_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Lee_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|9.0|0|0.0|0|0.0|0
0|2020-05-28|9.0|0|0.0|0|0.0|0
0|2020-05-29|9.0|0|0.0|0|0.0|0
0|2020-05-30|9.0|0|0.0|0|0.0|0
