|dates|Hansford_Texas_UnitedStates.JHU_ConfirmedCases.data|Hansford_Texas_UnitedStates.JHU_ConfirmedCases.missing|Hansford_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Hansford_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Hansford_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Hansford_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|16.0|0|2.0|0|0.0|0
0|2020-05-18|16.0|0|2.0|0|0.0|0
0|2020-05-19|16.0|0|2.0|0|0.0|0
0|2020-05-20|17.0|0|2.0|0|0.0|0
0|2020-05-21|18.0|0|2.0|0|0.0|0
0|2020-05-22|18.0|0|2.0|0|0.0|0
0|2020-05-23|18.0|0|2.0|0|0.0|0
