|dates|BlackHawk_Iowa_UnitedStates.JHU_ConfirmedCases.data|BlackHawk_Iowa_UnitedStates.JHU_ConfirmedCases.missing|BlackHawk_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|BlackHawk_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|BlackHawk_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|BlackHawk_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1587.0|0|30.0|0|0.0|0
0|2020-05-18|1603.0|0|30.0|0|0.0|0
0|2020-05-19|1628.0|0|31.0|0|0.0|0
0|2020-05-20|1636.0|0|36.0|0|0.0|0
0|2020-05-21|1654.0|0|37.0|0|0.0|0
0|2020-05-22|1662.0|0|37.0|0|0.0|0
0|2020-05-23|1662.0|0|37.0|0|0.0|0
