|dates|Pitt_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Pitt_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Pitt_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Pitt_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Pitt_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Pitt_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|257.0|0|2.0|0|0.0|0
0|2020-05-25|264.0|0|2.0|0|0.0|0
0|2020-05-26|264.0|0|2.0|0|0.0|0
