|dates|Elk_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Elk_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Elk_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Elk_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Elk_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Elk_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|6.0|0|0.0|0|0.0|0
0|2020-05-25|6.0|0|0.0|0|0.0|0
0|2020-05-26|6.0|0|0.0|0|0.0|0
