|dates|Leslie_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Leslie_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Leslie_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Leslie_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Leslie_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Leslie_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|6.0|0|0.0|0|0.0|0
0|2020-05-28|6.0|0|0.0|0|0.0|0
0|2020-05-29|6.0|0|0.0|0|0.0|0
0|2020-05-30|6.0|0|0.0|0|0.0|0
