|dates|Orange_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Orange_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Orange_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Orange_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Orange_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Orange_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|314.0|0|40.0|0|0.0|0
0|2020-05-28|314.0|0|40.0|0|0.0|0
0|2020-05-29|314.0|0|40.0|0|0.0|0
0|2020-05-30|314.0|0|40.0|0|0.0|0
