|dates|Yavapai_Arizona_UnitedStates.JHU_ConfirmedCases.data|Yavapai_Arizona_UnitedStates.JHU_ConfirmedCases.missing|Yavapai_Arizona_UnitedStates.JHU_ConfirmedDeaths.data|Yavapai_Arizona_UnitedStates.JHU_ConfirmedDeaths.missing|Yavapai_Arizona_UnitedStates.JHU_ConfirmedRecoveries.data|Yavapai_Arizona_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|262.0|0|5.0|0|0.0|0
0|2020-05-18|267.0|0|5.0|0|0.0|0
0|2020-05-19|269.0|0|5.0|0|0.0|0
0|2020-05-20|273.0|0|6.0|0|0.0|0
0|2020-05-21|273.0|0|6.0|0|0.0|0
0|2020-05-22|284.0|0|6.0|0|0.0|0
0|2020-05-23|284.0|0|6.0|0|0.0|0
