|dates|Montgomery_Ohio_UnitedStates.JHU_ConfirmedCases.data|Montgomery_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Montgomery_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Montgomery_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Montgomery_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Montgomery_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|617.0|0|16.0|0|0.0|0
0|2020-05-28|617.0|0|16.0|0|0.0|0
0|2020-05-29|617.0|0|16.0|0|0.0|0
0|2020-05-30|617.0|0|16.0|0|0.0|0
