|dates|Barton_Kansas_UnitedStates.JHU_ConfirmedCases.data|Barton_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Barton_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Barton_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Barton_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Barton_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|31.0|0|1.0|0|0.0|0
0|2020-05-18|31.0|0|1.0|0|0.0|0
0|2020-05-19|31.0|0|1.0|0|0.0|0
0|2020-05-20|31.0|0|1.0|0|0.0|0
0|2020-05-21|32.0|0|1.0|0|0.0|0
0|2020-05-22|36.0|0|1.0|0|0.0|0
0|2020-05-23|36.0|0|1.0|0|0.0|0
