|dates|Bladen_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Bladen_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Bladen_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Bladen_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Bladen_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Bladen_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|71.0|0|2.0|0|0.0|0
0|2020-05-18|73.0|0|2.0|0|0.0|0
0|2020-05-19|73.0|0|2.0|0|0.0|0
0|2020-05-20|81.0|0|2.0|0|0.0|0
0|2020-05-21|81.0|0|2.0|0|0.0|0
0|2020-05-22|91.0|0|2.0|0|0.0|0
0|2020-05-23|91.0|0|2.0|0|0.0|0
