|dates|Alexander_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Alexander_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Alexander_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Alexander_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Alexander_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Alexander_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|28.0|0|0.0|0|0.0|0
0|2020-05-28|28.0|0|0.0|0|0.0|0
0|2020-05-29|28.0|0|0.0|0|0.0|0
0|2020-05-30|28.0|0|0.0|0|0.0|0
