|dates|Manatee_Florida_UnitedStates.JHU_ConfirmedCases.data|Manatee_Florida_UnitedStates.JHU_ConfirmedCases.missing|Manatee_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Manatee_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Manatee_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Manatee_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|996.0|0|93.0|0|0.0|0
0|2020-05-28|996.0|0|93.0|0|0.0|0
0|2020-05-29|996.0|0|93.0|0|0.0|0
0|2020-05-30|996.0|0|93.0|0|0.0|0
