|dates|Danville_Virginia_UnitedStates.JHU_ConfirmedCases.data|Danville_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Danville_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Danville_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Danville_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Danville_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|46.0|0|2.0|0|0.0|0
0|2020-05-25|48.0|0|2.0|0|0.0|0
0|2020-05-26|48.0|0|2.0|0|0.0|0
