|dates|Page_Virginia_UnitedStates.JHU_ConfirmedCases.data|Page_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Page_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Page_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Page_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Page_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|208.0|0|21.0|0|0.0|0
0|2020-05-28|208.0|0|21.0|0|0.0|0
0|2020-05-29|208.0|0|21.0|0|0.0|0
0|2020-05-30|208.0|0|21.0|0|0.0|0
