|dates|DeKalb_Georgia_UnitedStates.JHU_ConfirmedCases.data|DeKalb_Georgia_UnitedStates.JHU_ConfirmedCases.missing|DeKalb_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|DeKalb_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|DeKalb_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|DeKalb_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|3257.0|0|102.0|0|0.0|0
0|2020-05-25|3305.0|0|104.0|0|0.0|0
0|2020-05-26|3305.0|0|104.0|0|0.0|0
