|dates|Yankton_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Yankton_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Yankton_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Yankton_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Yankton_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Yankton_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|40.0|0|0.0|0|0.0|0
0|2020-05-18|41.0|0|0.0|0|0.0|0
0|2020-05-19|42.0|0|0.0|0|0.0|0
0|2020-05-20|44.0|0|0.0|0|0.0|0
0|2020-05-21|44.0|0|0.0|0|0.0|0
0|2020-05-22|45.0|0|0.0|0|0.0|0
0|2020-05-23|45.0|0|0.0|0|0.0|0
