|dates|Beltrami_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Beltrami_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Beltrami_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Beltrami_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Beltrami_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Beltrami_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|9.0|0|0.0|0|0.0|0
0|2020-05-18|9.0|0|0.0|0|0.0|0
0|2020-05-19|9.0|0|0.0|0|0.0|0
0|2020-05-20|9.0|0|0.0|0|0.0|0
0|2020-05-21|9.0|0|0.0|0|0.0|0
0|2020-05-22|10.0|0|0.0|0|0.0|0
0|2020-05-23|10.0|0|0.0|0|0.0|0
