|dates|Trumbull_Ohio_UnitedStates.JHU_ConfirmedCases.data|Trumbull_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Trumbull_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Trumbull_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Trumbull_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Trumbull_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|544.0|0|47.0|0|0.0|0
0|2020-05-28|544.0|0|47.0|0|0.0|0
0|2020-05-29|544.0|0|47.0|0|0.0|0
0|2020-05-30|544.0|0|47.0|0|0.0|0
