|dates|SanDiego_California_UnitedStates.JHU_ConfirmedCases.data|SanDiego_California_UnitedStates.JHU_ConfirmedCases.missing|SanDiego_California_UnitedStates.JHU_ConfirmedDeaths.data|SanDiego_California_UnitedStates.JHU_ConfirmedDeaths.missing|SanDiego_California_UnitedStates.JHU_ConfirmedRecoveries.data|SanDiego_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|5836.0|0|209.0|0|0.0|0
0|2020-05-18|5836.0|0|209.0|0|0.0|0
0|2020-05-19|6026.0|0|222.0|0|0.0|0
0|2020-05-20|6140.0|0|230.0|0|0.0|0
0|2020-05-21|6140.0|0|230.0|0|0.0|0
0|2020-05-22|6315.0|0|241.0|0|0.0|0
0|2020-05-23|6315.0|0|241.0|0|0.0|0
