|dates|Clinton_Missouri_UnitedStates.JHU_ConfirmedCases.data|Clinton_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Clinton_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Clinton_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Clinton_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Clinton_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|18.0|0|0.0|0|0.0|0
0|2020-05-28|18.0|0|0.0|0|0.0|0
0|2020-05-29|18.0|0|0.0|0|0.0|0
0|2020-05-30|18.0|0|0.0|0|0.0|0
