|dates|Ford_Kansas_UnitedStates.JHU_ConfirmedCases.data|Ford_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Ford_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Ford_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Ford_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Ford_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1622.0|0|8.0|0|0.0|0
0|2020-05-28|1622.0|0|8.0|0|0.0|0
0|2020-05-29|1622.0|0|8.0|0|0.0|0
0|2020-05-30|1622.0|0|8.0|0|0.0|0
