|dates|Dutchess_NewYork_UnitedStates.JHU_ConfirmedCases.data|Dutchess_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Dutchess_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Dutchess_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Dutchess_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Dutchess_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|3474.0|0|114.0|0|0.0|0
0|2020-05-15|3498.0|0|117.0|0|0.0|0
0|2020-05-16|3498.0|0|117.0|0|0.0|0
