|dates|Todd_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Todd_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Todd_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Todd_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Todd_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Todd_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|22.0|0|1.0|0|0.0|0
0|2020-05-28|22.0|0|1.0|0|0.0|0
0|2020-05-29|22.0|0|1.0|0|0.0|0
0|2020-05-30|22.0|0|1.0|0|0.0|0
