|dates|Jefferson_Colorado_UnitedStates.JHU_ConfirmedCases.data|Jefferson_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Jefferson_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Jefferson_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Jefferson_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Jefferson_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1831.0|0|126.0|0|0.0|0
0|2020-05-18|1849.0|0|128.0|0|0.0|0
0|2020-05-19|1882.0|0|130.0|0|0.0|0
0|2020-05-20|1932.0|0|136.0|0|0.0|0
0|2020-05-21|1974.0|0|140.0|0|0.0|0
0|2020-05-22|1999.0|0|142.0|0|0.0|0
0|2020-05-23|1999.0|0|142.0|0|0.0|0
