|dates|Kay_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Kay_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Kay_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Kay_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Kay_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Kay_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|49.0|0|7.0|0|0.0|0
0|2020-05-18|50.0|0|7.0|0|0.0|0
0|2020-05-19|50.0|0|7.0|0|0.0|0
0|2020-05-20|50.0|0|7.0|0|0.0|0
0|2020-05-21|51.0|0|7.0|0|0.0|0
0|2020-05-22|51.0|0|7.0|0|0.0|0
0|2020-05-23|51.0|0|7.0|0|0.0|0
