|dates|Atoka_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Atoka_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Atoka_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Atoka_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Atoka_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Atoka_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|1.0|0|0.0|0|0.0|0
0|2020-05-25|1.0|0|0.0|0|0.0|0
0|2020-05-26|1.0|0|0.0|0|0.0|0
