|dates|Edgefield_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Edgefield_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Edgefield_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Edgefield_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Edgefield_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Edgefield_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|41.0|0|2.0|0|0.0|0
0|2020-05-15|41.0|0|2.0|0|0.0|0
0|2020-05-16|41.0|0|2.0|0|0.0|0
