|dates|Washington_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Washington_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Washington_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|115.0|0|4.0|0|0.0|0
0|2020-05-18|123.0|0|4.0|0|0.0|0
0|2020-05-19|128.0|0|4.0|0|0.0|0
0|2020-05-20|139.0|0|4.0|0|0.0|0
0|2020-05-21|143.0|0|4.0|0|0.0|0
0|2020-05-22|143.0|0|4.0|0|0.0|0
0|2020-05-23|143.0|0|4.0|0|0.0|0
