|dates|Jasper_Indiana_UnitedStates.JHU_ConfirmedCases.data|Jasper_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Jasper_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Jasper_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Jasper_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Jasper_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|40.0|0|1.0|0|0.0|0
0|2020-05-15|42.0|0|1.0|0|0.0|0
0|2020-05-16|42.0|0|1.0|0|0.0|0
