|dates|Botetourt_Virginia_UnitedStates.JHU_ConfirmedCases.data|Botetourt_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Botetourt_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Botetourt_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Botetourt_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Botetourt_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|31.0|0|3.0|0|0.0|0
0|2020-05-18|31.0|0|3.0|0|0.0|0
0|2020-05-19|31.0|0|3.0|0|0.0|0
0|2020-05-20|31.0|0|3.0|0|0.0|0
0|2020-05-21|31.0|0|3.0|0|0.0|0
0|2020-05-22|31.0|0|4.0|0|0.0|0
0|2020-05-23|31.0|0|4.0|0|0.0|0
