|dates|Steuben_Indiana_UnitedStates.JHU_ConfirmedCases.data|Steuben_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Steuben_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Steuben_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Steuben_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Steuben_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|80.0|0|2.0|0|0.0|0
0|2020-05-28|80.0|0|2.0|0|0.0|0
0|2020-05-29|80.0|0|2.0|0|0.0|0
0|2020-05-30|80.0|0|2.0|0|0.0|0
