|dates|Lehigh_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Lehigh_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Lehigh_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Lehigh_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Lehigh_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Lehigh_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|3651.0|0|206.0|0|0.0|0
0|2020-05-25|3667.0|0|209.0|0|0.0|0
0|2020-05-26|3667.0|0|209.0|0|0.0|0
