|dates|Bradley_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Bradley_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Bradley_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Bradley_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Bradley_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Bradley_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|82.0|0|1.0|0|0.0|0
0|2020-05-18|83.0|0|1.0|0|0.0|0
0|2020-05-19|84.0|0|1.0|0|0.0|0
0|2020-05-20|84.0|0|1.0|0|0.0|0
0|2020-05-21|89.0|0|1.0|0|0.0|0
0|2020-05-22|90.0|0|1.0|0|0.0|0
0|2020-05-23|90.0|0|1.0|0|0.0|0
