|dates|Richmond_Virginia_UnitedStates.JHU_ConfirmedCases.data|Richmond_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Richmond_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Richmond_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Richmond_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Richmond_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|261.0|0|4.0|0|0.0|0
0|2020-05-18|263.0|0|4.0|0|0.0|0
0|2020-05-19|265.0|0|4.0|0|0.0|0
0|2020-05-20|263.0|0|4.0|0|0.0|0
0|2020-05-21|263.0|0|4.0|0|0.0|0
0|2020-05-22|267.0|0|4.0|0|0.0|0
0|2020-05-23|267.0|0|4.0|0|0.0|0
