|dates|Pima_Arizona_UnitedStates.JHU_ConfirmedCases.data|Pima_Arizona_UnitedStates.JHU_ConfirmedCases.missing|Pima_Arizona_UnitedStates.JHU_ConfirmedDeaths.data|Pima_Arizona_UnitedStates.JHU_ConfirmedDeaths.missing|Pima_Arizona_UnitedStates.JHU_ConfirmedRecoveries.data|Pima_Arizona_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|2119.0|0|175.0|0|0.0|0
0|2020-05-28|2119.0|0|175.0|0|0.0|0
0|2020-05-29|2119.0|0|175.0|0|0.0|0
0|2020-05-30|2119.0|0|175.0|0|0.0|0
