|dates|Louisa_Virginia_UnitedStates.JHU_ConfirmedCases.data|Louisa_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Louisa_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Louisa_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Louisa_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Louisa_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|75.0|0|1.0|0|0.0|0
0|2020-05-28|75.0|0|1.0|0|0.0|0
0|2020-05-29|75.0|0|1.0|0|0.0|0
0|2020-05-30|75.0|0|1.0|0|0.0|0
