|dates|Summit_Utah_UnitedStates.JHU_ConfirmedCases.data|Summit_Utah_UnitedStates.JHU_ConfirmedCases.missing|Summit_Utah_UnitedStates.JHU_ConfirmedDeaths.data|Summit_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|Summit_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|Summit_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|393.0|0|0.0|0|0.0|0
0|2020-05-15|396.0|0|0.0|0|0.0|0
0|2020-05-16|396.0|0|0.0|0|0.0|0
