|dates|Itasca_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Itasca_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Itasca_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Itasca_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Itasca_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Itasca_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|41.0|0|2.0|0|0.0|0
0|2020-05-15|42.0|0|4.0|0|0.0|0
0|2020-05-16|42.0|0|4.0|0|0.0|0
