|dates|Ashtabula_Ohio_UnitedStates.JHU_ConfirmedCases.data|Ashtabula_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Ashtabula_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Ashtabula_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Ashtabula_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Ashtabula_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|232.0|0|26.0|0|0.0|0
0|2020-05-18|232.0|0|26.0|0|0.0|0
0|2020-05-19|244.0|0|26.0|0|0.0|0
0|2020-05-20|250.0|0|28.0|0|0.0|0
0|2020-05-21|263.0|0|28.0|0|0.0|0
0|2020-05-22|272.0|0|30.0|0|0.0|0
0|2020-05-23|272.0|0|30.0|0|0.0|0
