|dates|Christian_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Christian_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Christian_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Christian_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Christian_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Christian_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|95.0|0|3.0|0|0.0|0
0|2020-05-18|97.0|0|3.0|0|0.0|0
0|2020-05-19|98.0|0|3.0|0|0.0|0
0|2020-05-20|98.0|0|3.0|0|0.0|0
0|2020-05-21|98.0|0|3.0|0|0.0|0
0|2020-05-22|101.0|0|3.0|0|0.0|0
0|2020-05-23|101.0|0|3.0|0|0.0|0
