|dates|Marion_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Marion_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Marion_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Marion_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Marion_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Marion_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|86.0|0|7.0|0|0.0|0
0|2020-05-15|86.0|0|7.0|0|0.0|0
0|2020-05-16|86.0|0|7.0|0|0.0|0
