|dates|Cabarrus_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Cabarrus_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Cabarrus_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Cabarrus_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Cabarrus_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Cabarrus_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|438.0|0|22.0|0|0.0|0
0|2020-05-25|449.0|0|22.0|0|0.0|0
0|2020-05-26|449.0|0|22.0|0|0.0|0
