|dates|Franklin_Indiana_UnitedStates.JHU_ConfirmedCases.data|Franklin_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Franklin_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|107.0|0|7.0|0|0.0|0
0|2020-05-15|107.0|0|7.0|0|0.0|0
0|2020-05-16|107.0|0|7.0|0|0.0|0
