|dates|Waller_Texas_UnitedStates.JHU_ConfirmedCases.data|Waller_Texas_UnitedStates.JHU_ConfirmedCases.missing|Waller_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Waller_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Waller_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Waller_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|56.0|0|0.0|0|0.0|0
0|2020-05-28|56.0|0|0.0|0|0.0|0
0|2020-05-29|56.0|0|0.0|0|0.0|0
0|2020-05-30|56.0|0|0.0|0|0.0|0
